0 0 0 [13, 36, 33, 10, 27, 22, 37, 23, 6, 1, 7, 21, 2, 38, 3, 9, 34, 17, 24, 25, 11, 30, 12, 5, 28, 16, 32, 14, 20, 15, 19, 26, 8, 18, 0, 29, 4, 39, 35, 31, ]
0 6334 6334 [9, 4, 14, 33, 23, 25, 22, 2, 1, 15, 24, 8, 36, 11, 3, 31, 10, 13, 16, 20, 21, 12, 30, 26, 6, 34, 5, 28, 27, 32, 39, 29, 7, 17, 35, 0, 18, 37, 19, 38, ]
0 0 0 [21, 6, 26, 17, 36, 29, 7, 33, 13, 12, 20, 8, 14, 11, 35, 0, 22, 23, 2, 5, 27, 32, 37, 1, 31, 3, 28, 18, 25, 9, 10, 24, 16, 30, 15, 39, 38, 4, 34, 19, ]
0 2648 2648 [2, 9, 22, 38, 20, 24, 12, 26, 14, 30, 1, 25, 33, 13, 23, 31, 37, 32, 8, 0, 34, 36, 19, 16, 15, 21, 28, 11, 6, 3, 5, 10, 7, 35, 39, 4, 17, 18, 29, 27, ]
0 396 396 [30, 35, 16, 22, 29, 32, 36, 24, 23, 6, 20, 7, 12, 19, 28, 34, 38, 39, 2, 9, 17, 37, 26, 25, 0, 4, 33, 14, 5, 18, 1, 15, 3, 13, 8, 21, 31, 27, 11, 10, ]
0 6272 6272 [0, 14, 31, 35, 7, 13, 19, 10, 4, 6, 17, 26, 15, 37, 30, 3, 12, 8, 28, 1, 20, 11, 23, 9, 38, 22, 18, 33, 5, 39, 27, 24, 36, 16, 2, 34, 32, 29, 25, 21, ]
2099 3697 1.76131 [12, 21, 20, 36, 23, 6, 16, 11, 37, 27, 0, 9, 26, 33, 25, 22, 32, 13, 24, 28, 3, 15, 34, 19, 17, 38, 5, 35, 30, 1, 2, 8, 4, 39, 18, 29, 31, 10, 7, 14, ]
2099 18454 8.79181 [6, 36, 26, 10, 4, 3, 0, 38, 35, 27, 15, 5, 13, 22, 9, 11, 1, 21, 23, 24, 16, 8, 37, 12, 17, 20, 2, 29, 25, 34, 19, 31, 18, 33, 14, 7, 30, 32, 28, 39, ]
2260 3943 1.74469 [15, 28, 19, 21, 27, 38, 12, 0, 9, 37, 35, 20, 36, 24, 8, 6, 34, 4, 23, 25, 39, 13, 11, 22, 32, 1, 33, 7, 5, 16, 17, 18, 31, 3, 29, 14, 30, 2, 26, 10, ]
2260 29399 13.0084 [15, 31, 20, 29, 18, 11, 21, 22, 28, 3, 39, 36, 30, 4, 38, 24, 6, 0, 8, 23, 26, 37, 32, 5, 12, 13, 2, 16, 25, 17, 1, 19, 27, 9, 34, 33, 10, 35, 7, 14, ]
4936 7598 1.5393 [20, 37, 33, 6, 0, 36, 32, 11, 17, 34, 14, 19, 22, 1, 21, 38, 39, 29, 16, 8, 2, 15, 31, 23, 10, 24, 30, 5, 4, 7, 12, 25, 35, 13, 26, 27, 28, 9, 3, 18, ]
4936 30739 6.22751 [2, 27, 12, 36, 5, 9, 25, 11, 17, 23, 35, 39, 6, 19, 22, 31, 0, 33, 32, 34, 24, 21, 37, 16, 13, 15, 28, 18, 4, 3, 1, 20, 29, 38, 30, 26, 8, 14, 10, 7, ]
3784 6368 1.68288 [34, 30, 33, 21, 38, 17, 39, 6, 0, 8, 37, 24, 10, 18, 25, 27, 12, 1, 32, 2, 14, 16, 20, 35, 26, 22, 13, 28, 29, 5, 19, 11, 7, 36, 4, 3, 15, 23, 9, 31, ]
3784 37177 9.82479 [36, 39, 24, 34, 6, 3, 1, 19, 10, 0, 14, 11, 38, 2, 20, 33, 13, 27, 8, 25, 5, 18, 35, 37, 4, 16, 23, 22, 28, 29, 31, 26, 9, 32, 30, 17, 12, 7, 21, 15, ]
3289 4470 1.35908 [34, 10, 35, 9, 31, 1, 29, 22, 23, 11, 7, 37, 12, 24, 25, 3, 20, 26, 13, 14, 28, 15, 17, 6, 19, 21, 8, 39, 0, 2, 5, 27, 16, 36, 30, 4, 18, 32, 33, 38, ]
3289 32048 9.74399 [24, 23, 27, 10, 2, 14, 36, 11, 37, 28, 8, 9, 17, 34, 19, 29, 31, 30, 35, 20, 5, 26, 1, 39, 22, 18, 6, 15, 25, 7, 13, 3, 33, 32, 38, 4, 21, 12, 0, 16, ]
20281 23794 1.17322 [4, 19, 6, 12, 9, 33, 5, 1, 39, 35, 16, 26, 3, 7, 22, 14, 18, 8, 32, 38, 2, 0, 27, 28, 29, 13, 11, 30, 20, 10, 17, 25, 36, 34, 31, 15, 23, 24, 37, 21, ]
20281 55905 2.75652 [12, 17, 33, 11, 10, 19, 8, 9, 39, 6, 5, 28, 4, 0, 27, 32, 3, 29, 31, 38, 2, 14, 36, 21, 22, 26, 18, 15, 35, 20, 1, 7, 37, 30, 23, 24, 13, 16, 25, 34, ]
13403 18208 1.3585 [23, 35, 29, 17, 21, 13, 27, 16, 20, 14, 38, 6, 37, 4, 19, 3, 11, 1, 25, 15, 30, 18, 28, 34, 36, 7, 12, 33, 26, 8, 39, 5, 31, 32, 0, 24, 10, 22, 2, 9, ]
13403 49575 3.6988 [23, 5, 25, 6, 19, 12, 21, 13, 9, 14, 22, 29, 16, 32, 18, 1, 27, 30, 7, 34, 20, 11, 15, 4, 33, 36, 10, 28, 17, 8, 35, 39, 26, 24, 0, 37, 2, 38, 3, 31, ]
19771 25575 1.29356 [36, 14, 16, 8, 2, 5, 29, 1, 9, 17, 33, 34, 11, 22, 27, 21, 39, 30, 10, 12, 3, 26, 31, 0, 25, 38, 4, 23, 7, 13, 20, 37, 28, 35, 24, 6, 32, 15, 19, 18, ]
19771 71335 3.60806 [34, 2, 5, 16, 8, 24, 1, 33, 11, 19, 3, 0, 4, 12, 22, 26, 17, 20, 18, 25, 35, 27, 13, 15, 21, 23, 36, 39, 14, 31, 6, 10, 28, 38, 9, 37, 32, 29, 7, 30, ]
24346 29769 1.22275 [3, 27, 4, 17, 8, 1, 39, 28, 5, 10, 31, 13, 0, 14, 16, 11, 24, 35, 9, 19, 18, 6, 2, 15, 20, 29, 32, 34, 7, 22, 26, 30, 12, 25, 33, 21, 23, 37, 36, 38, ]
24346 85177 3.4986 [32, 21, 27, 35, 7, 10, 3, 29, 12, 8, 14, 4, 22, 39, 17, 16, 1, 28, 5, 18, 23, 11, 33, 15, 37, 20, 34, 9, 19, 6, 0, 30, 25, 38, 24, 31, 13, 36, 2, 26, ]
14905 17566 1.17853 [2, 31, 15, 29, 37, 27, 6, 18, 10, 25, 24, 20, 13, 16, 17, 11, 4, 21, 9, 3, 35, 33, 39, 14, 36, 0, 34, 8, 30, 32, 26, 7, 38, 19, 12, 23, 22, 5, 28, 1, ]
14905 52172 3.5003 [0, 4, 18, 17, 20, 13, 24, 22, 29, 32, 2, 15, 37, 33, 21, 34, 39, 10, 30, 9, 19, 27, 38, 16, 14, 36, 7, 1, 31, 23, 3, 35, 8, 5, 12, 11, 26, 28, 25, 6, ]
65386 74561 1.14032 [11, 27, 31, 5, 16, 34, 29, 10, 28, 20, 4, 8, 7, 23, 14, 13, 22, 1, 25, 12, 18, 2, 35, 30, 21, 32, 37, 39, 15, 19, 3, 0, 9, 33, 38, 24, 6, 36, 26, 17, ]
65386 136105 2.08156 [13, 38, 29, 5, 2, 27, 16, 23, 9, 14, 24, 22, 10, 0, 34, 31, 33, 39, 8, 15, 35, 6, 12, 11, 7, 1, 18, 4, 37, 3, 28, 21, 17, 19, 30, 20, 32, 36, 25, 26, ]
65756 67030 1.01937 [5, 32, 31, 36, 13, 6, 16, 17, 18, 28, 21, 10, 0, 24, 29, 26, 1, 8, 34, 33, 3, 14, 38, 20, 12, 4, 15, 7, 37, 19, 22, 27, 25, 39, 11, 9, 23, 30, 35, 2, ]
65756 118549 1.80286 [0, 36, 7, 24, 11, 28, 3, 29, 33, 16, 18, 6, 31, 34, 20, 13, 8, 1, 14, 32, 37, 21, 15, 2, 10, 25, 30, 5, 4, 39, 9, 17, 23, 27, 12, 35, 26, 19, 38, 22, ]
78451 80266 1.02314 [33, 10, 6, 32, 17, 28, 18, 21, 38, 1, 5, 34, 31, 27, 13, 12, 36, 7, 26, 9, 3, 11, 29, 24, 15, 2, 37, 39, 30, 19, 0, 22, 25, 35, 14, 4, 20, 16, 8, 23, ]
78451 141626 1.80528 [15, 21, 2, 33, 28, 7, 9, 10, 14, 5, 17, 24, 18, 37, 38, 3, 34, 36, 31, 0, 35, 4, 22, 11, 13, 27, 6, 30, 23, 39, 20, 19, 8, 26, 29, 1, 16, 32, 25, 12, ]
81627 86633 1.06133 [11, 6, 21, 10, 18, 25, 36, 35, 7, 17, 33, 20, 4, 1, 31, 19, 9, 28, 29, 38, 27, 16, 32, 3, 23, 14, 37, 5, 15, 12, 34, 26, 8, 24, 39, 30, 22, 13, 2, 0, ]
81627 140195 1.71751 [15, 32, 4, 10, 18, 39, 33, 20, 17, 35, 31, 36, 14, 7, 19, 3, 13, 29, 23, 27, 37, 21, 5, 28, 25, 12, 26, 9, 1, 22, 30, 8, 6, 38, 34, 2, 24, 0, 16, 11, ]
68242 75376 1.10454 [10, 22, 32, 13, 5, 3, 34, 6, 23, 8, 20, 30, 0, 7, 4, 19, 2, 16, 9, 11, 18, 17, 36, 12, 27, 37, 1, 15, 31, 33, 26, 14, 28, 39, 38, 35, 24, 29, 21, 25, ]
68242 125039 1.83229 [4, 5, 0, 14, 37, 9, 34, 8, 20, 30, 12, 26, 23, 11, 39, 16, 28, 27, 1, 10, 25, 2, 17, 38, 3, 18, 6, 21, 19, 32, 36, 31, 29, 13, 7, 33, 22, 35, 15, 24, ]
90486 92512 1.02239 [34, 29, 33, 23, 9, 2, 16, 18, 36, 8, 20, 27, 28, 6, 15, 5, 4, 37, 22, 31, 3, 13, 7, 1, 39, 14, 38, 21, 12, 24, 30, 0, 10, 32, 35, 26, 25, 19, 17, 11, ]
90486 137241 1.51671 [34, 29, 22, 0, 31, 18, 15, 38, 30, 20, 32, 35, 9, 2, 6, 33, 26, 12, 1, 7, 37, 4, 23, 10, 28, 14, 24, 8, 11, 27, 36, 16, 13, 25, 21, 17, 5, 19, 3, 39, ]
115249 123250 1.06942 [30, 38, 15, 37, 34, 26, 23, 3, 21, 13, 6, 28, 18, 31, 8, 25, 14, 32, 22, 20, 4, 19, 7, 2, 24, 1, 0, 12, 9, 35, 36, 29, 5, 33, 10, 27, 11, 16, 17, 39, ]
115249 190909 1.65649 [32, 12, 25, 21, 15, 2, 5, 24, 34, 8, 4, 7, 35, 38, 31, 26, 30, 20, 33, 3, 18, 6, 29, 37, 14, 11, 17, 9, 19, 39, 1, 36, 0, 27, 23, 10, 28, 13, 22, 16, ]
68529 73560 1.07341 [2, 8, 19, 14, 28, 39, 16, 34, 37, 29, 10, 12, 18, 26, 15, 23, 32, 0, 30, 25, 7, 36, 5, 11, 21, 27, 38, 31, 22, 20, 6, 35, 1, 24, 13, 9, 33, 17, 3, 4, ]
68529 141878 2.07034 [34, 4, 26, 37, 16, 5, 36, 29, 15, 39, 38, 12, 32, 22, 8, 14, 13, 28, 10, 31, 25, 0, 7, 17, 18, 3, 20, 35, 21, 2, 23, 6, 33, 1, 11, 9, 27, 24, 30, 19, ]
79006 82045 1.03847 [17, 5, 31, 8, 12, 25, 36, 15, 24, 34, 19, 7, 0, 4, 11, 14, 28, 32, 23, 18, 20, 6, 26, 30, 27, 29, 38, 9, 16, 10, 1, 37, 33, 3, 39, 35, 21, 2, 22, 13, ]
79006 139959 1.7715 [33, 30, 24, 25, 5, 38, 11, 16, 32, 28, 27, 31, 12, 14, 36, 29, 8, 17, 6, 9, 21, 1, 34, 26, 39, 0, 35, 22, 15, 23, 20, 19, 10, 7, 4, 18, 13, 2, 37, 3, ]
98110 102107 1.04074 [11, 29, 32, 33, 15, 7, 36, 27, 8, 18, 10, 24, 2, 34, 13, 12, 14, 21, 35, 19, 6, 5, 22, 37, 30, 26, 20, 28, 17, 3, 39, 31, 0, 23, 16, 4, 1, 9, 38, 25, ]
98110 150713 1.53616 [15, 6, 21, 10, 32, 7, 22, 2, 26, 5, 29, 16, 4, 24, 31, 13, 20, 28, 14, 1, 37, 30, 11, 12, 18, 19, 9, 33, 27, 36, 38, 8, 35, 3, 34, 23, 17, 25, 39, 0, ]
0 0 0 [14, 9, 12, 30, 0, 3, 11, 10, 26, 7, 32, 4, 19, 33, 24, 21, 2, 29, 34, 23, 17, 36, 31, 13, 25, 8, 5, 37, 18, 39, 15, 16, 27, 35, 1, 6, 38, 28, 22, 20, ]
0 9385 9385 [7, 30, 15, 0, 27, 10, 14, 20, 19, 29, 3, 38, 5, 32, 6, 11, 8, 33, 31, 24, 35, 37, 9, 36, 16, 21, 23, 25, 17, 12, 13, 26, 18, 22, 39, 1, 2, 34, 4, 28, ]
0 0 0 [35, 6, 36, 0, 22, 8, 16, 31, 21, 19, 38, 32, 10, 7, 28, 17, 30, 15, 5, 26, 14, 27, 13, 1, 2, 29, 18, 23, 9, 37, 3, 4, 11, 33, 34, 24, 12, 39, 25, 20, ]
0 6825 6825 [28, 33, 6, 34, 1, 39, 0, 16, 17, 10, 31, 29, 26, 7, 3, 30, 21, 5, 38, 8, 19, 11, 35, 23, 24, 37, 13, 14, 32, 18, 22, 4, 15, 2, 9, 12, 27, 25, 20, 36, ]
0 0 0 [22, 27, 38, 11, 25, 36, 21, 24, 5, 30, 34, 31, 4, 6, 7, 12, 10, 2, 9, 20, 14, 3, 17, 39, 19, 0, 16, 33, 35, 28, 32, 18, 15, 1, 37, 13, 8, 23, 29, 26, ]
0 4784 4784 [16, 21, 9, 34, 31, 7, 5, 19, 25, 11, 1, 20, 38, 0, 39, 23, 15, 3, 12, 24, 4, 17, 14, 27, 10, 22, 30, 32, 37, 36, 35, 26, 8, 13, 28, 33, 6, 2, 18, 29, ]
0 0 0 [38, 17, 31, 0, 4, 18, 28, 35, 19, 21, 32, 1, 13, 14, 20, 16, 25, 34, 5, 37, 7, 11, 24, 6, 9, 30, 10, 29, 27, 8, 23, 36, 33, 26, 22, 3, 2, 12, 39, 15, ]
0 6913 6913 [2, 7, 1, 27, 14, 35, 26, 38, 12, 3, 16, 8, 6, 21, 31, 20, 29, 36, 30, 0, 19, 32, 33, 37, 28, 34, 11, 10, 13, 18, 4, 23, 24, 5, 15, 17, 22, 25, 9, 39, ]
0 0 0 [9, 10, 28, 4, 16, 35, 18, 20, 38, 6, 5, 11, 24, 31, 34, 39, 14, 33, 13, 12, 26, 21, 29, 19, 37, 32, 36, 22, 3, 8, 7, 30, 15, 17, 1, 27, 0, 2, 23, 25, ]
0 9342 9342 [16, 4, 11, 38, 15, 8, 29, 26, 34, 31, 33, 28, 22, 9, 0, 1, 37, 19, 14, 39, 36, 5, 6, 10, 2, 21, 32, 20, 35, 12, 27, 18, 13, 23, 25, 3, 30, 24, 7, 17, ]
684 2134 3.11988 [36, 29, 0, 24, 5, 13, 31, 22, 15, 19, 30, 7, 2, 6, 3, 11, 23, 25, 9, 10, 20, 21, 14, 37, 26, 33, 27, 16, 4, 38, 8, 35, 32, 28, 1, 12, 18, 17, 39, 34, ]
684 12922 18.8918 [23, 18, 24, 7, 15, 26, 21, 33, 2, 9, 38, 35, 25, 14, 0, 32, 13, 28, 37, 22, 3, 19, 20, 39, 30, 16, 10, 36, 31, 5, 6, 34, 29, 1, 17, 4, 8, 12, 27, 11, ]
172 1665 9.68023 [24, 20, 38, 32, 39, 13, 36, 2, 14, 8, 1, 0, 28, 6, 19, 9, 30, 35, 4, 7, 33, 16, 3, 25, 17, 5, 15, 23, 26, 21, 31, 37, 18, 12, 22, 11, 29, 10, 27, 34, ]
172 33407 194.227 [2, 34, 7, 13, 10, 9, 21, 4, 36, 23, 38, 30, 8, 16, 22, 39, 27, 0, 37, 26, 19, 35, 28, 11, 20, 29, 24, 1, 32, 14, 12, 25, 18, 6, 33, 31, 5, 17, 15, 3, ]
798 1703 2.13409 [12, 3, 22, 13, 24, 31, 39, 27, 16, 35, 20, 1, 15, 6, 9, 29, 0, 18, 10, 28, 34, 25, 11, 37, 17, 36, 23, 5, 30, 19, 33, 7, 21, 38, 32, 26, 14, 4, 2, 8, ]
798 37746 47.3008 [12, 23, 26, 27, 9, 13, 33, 20, 5, 38, 39, 14, 0, 16, 10, 30, 25, 1, 31, 37, 35, 21, 4, 28, 3, 29, 17, 22, 7, 18, 19, 32, 24, 6, 36, 34, 2, 8, 11, 15, ]
617 4833 7.83306 [14, 13, 0, 15, 8, 9, 37, 38, 22, 10, 33, 18, 26, 30, 2, 31, 3, 6, 12, 19, 28, 7, 23, 21, 4, 16, 35, 29, 36, 34, 17, 27, 39, 1, 20, 11, 5, 32, 25, 24, ]
617 37526 60.8201 [12, 27, 30, 36, 2, 16, 35, 22, 6, 33, 31, 10, 8, 18, 19, 29, 34, 17, 0, 37, 9, 39, 15, 21, 3, 38, 32, 11, 28, 13, 4, 5, 1, 14, 24, 7, 26, 23, 25, 20, ]
776 865 1.11469 [25, 37, 39, 18, 2, 26, 12, 28, 3, 13, 10, 9, 22, 6, 15, 19, 0, 27, 24, 11, 8, 4, 20, 34, 17, 14, 16, 32, 30, 38, 21, 7, 23, 36, 1, 31, 33, 35, 29, 5, ]
776 14123 18.1997 [26, 20, 13, 34, 28, 29, 2, 3, 38, 15, 19, 18, 37, 6, 8, 14, 21, 39, 10, 32, 25, 1, 12, 22, 7, 16, 9, 31, 35, 36, 17, 0, 11, 4, 24, 5, 23, 30, 33, 27, ]
10262 15412 1.50185 [27, 8, 5, 6, 30, 33, 12, 9, 28, 10, 3, 0, 24, 21, 34, 16, 20, 15, 2, 17, 18, 39, 38, 37, 25, 23, 7, 26, 11, 13, 1, 19, 4, 29, 35, 22, 31, 32, 36, 14, ]
10262 70229 6.8436 [22, 7, 25, 26, 21, 6, 13, 19, 5, 30, 27, 34, 15, 14, 38, 23, 28, 9, 1, 8, 24, 17, 18, 39, 2, 11, 0, 10, 16, 20, 35, 33, 4, 36, 12, 31, 3, 37, 32, 29, ]
18646 26445 1.41827 [35, 17, 9, 1, 11, 12, 38, 25, 34, 4, 30, 22, 23, 18, 33, 0, 31, 3, 37, 26, 8, 13, 16, 2, 20, 36, 28, 10, 27, 19, 5, 24, 7, 32, 6, 21, 29, 15, 39, 14, ]
18646 68242 3.65987 [20, 9, 38, 13, 3, 12, 25, 18, 29, 36, 23, 30, 34, 2, 35, 24, 28, 32, 21, 1, 8, 17, 10, 7, 5, 27, 33, 22, 4, 0, 16, 37, 11, 6, 26, 15, 39, 14, 19, 31, ]
10021 18103 1.80651 [28, 21, 17, 8, 20, 2, 6, 13, 18, 39, 37, 26, 32, 30, 25, 11, 3, 34, 15, 33, 36, 5, 22, 0, 35, 4, 9, 7, 1, 16, 19, 31, 29, 27, 23, 14, 38, 10, 24, 12, ]
10021 52897 5.27861 [37, 33, 28, 31, 32, 21, 8, 3, 13, 34, 18, 29, 5, 16, 6, 26, 2, 25, 11, 4, 22, 10, 17, 23, 15, 1, 12, 38, 27, 35, 9, 0, 14, 19, 24, 39, 7, 30, 20, 36, ]
25881 29495 1.13964 [10, 11, 36, 31, 27, 4, 9, 29, 6, 28, 22, 23, 1, 33, 20, 35, 0, 16, 15, 26, 24, 30, 32, 19, 38, 7, 5, 21, 17, 13, 14, 3, 34, 2, 18, 37, 12, 25, 39, 8, ]
25881 83948 3.24361 [22, 34, 29, 5, 28, 11, 39, 20, 36, 27, 6, 17, 35, 4, 32, 16, 19, 10, 26, 31, 0, 30, 37, 7, 21, 12, 33, 23, 2, 13, 15, 24, 18, 9, 3, 1, 8, 38, 25, 14, ]
8159 11974 1.46758 [22, 17, 4, 7, 20, 23, 28, 36, 26, 29, 8, 0, 14, 6, 33, 25, 2, 10, 18, 1, 3, 35, 19, 16, 38, 12, 13, 9, 37, 34, 39, 11, 21, 31, 5, 32, 27, 30, 15, 24, ]
8159 48640 5.96151 [31, 35, 3, 8, 18, 25, 20, 36, 4, 0, 38, 28, 1, 13, 7, 26, 6, 5, 37, 32, 10, 19, 22, 39, 30, 17, 12, 15, 27, 21, 14, 16, 23, 24, 33, 34, 2, 9, 29, 11, ]
47683 53865 1.12965 [14, 9, 37, 24, 12, 28, 2, 39, 10, 32, 22, 3, 20, 35, 29, 18, 13, 7, 23, 6, 19, 25, 1, 33, 26, 30, 36, 17, 31, 5, 0, 4, 15, 38, 34, 16, 27, 21, 8, 11, ]
47683 107599 2.25655 [5, 29, 18, 14, 7, 33, 36, 24, 27, 22, 38, 39, 19, 31, 35, 9, 20, 25, 32, 2, 26, 1, 17, 3, 15, 12, 37, 21, 23, 10, 4, 13, 30, 6, 34, 16, 8, 11, 0, 28, ]
43004 46894 1.09046 [23, 11, 5, 28, 20, 12, 19, 9, 36, 30, 4, 15, 1, 17, 38, 33, 21, 18, 7, 10, 14, 13, 32, 16, 24, 29, 8, 3, 34, 25, 37, 6, 35, 27, 26, 31, 22, 39, 2, 0, ]
43004 107644 2.50312 [9, 22, 8, 28, 38, 15, 32, 14, 33, 12, 23, 31, 36, 16, 13, 19, 27, 4, 20, 17, 5, 29, 6, 3, 34, 11, 2, 24, 7, 0, 39, 25, 1, 37, 18, 10, 30, 35, 26, 21, ]
55730 57412 1.03018 [20, 23, 29, 8, 35, 38, 26, 12, 22, 11, 27, 6, 24, 5, 39, 33, 25, 31, 2, 9, 37, 34, 4, 0, 28, 15, 13, 10, 21, 7, 14, 30, 3, 19, 17, 1, 16, 32, 36, 18, ]
55730 104851 1.88141 [8, 27, 31, 38, 3, 13, 22, 35, 25, 29, 26, 9, 34, 24, 21, 0, 23, 28, 11, 7, 37, 16, 2, 10, 4, 15, 6, 17, 5, 14, 12, 20, 19, 1, 33, 32, 39, 36, 18, 30, ]
59494 62072 1.04333 [38, 24, 27, 8, 34, 4, 26, 14, 6, 39, 30, 5, 28, 2, 33, 10, 20, 22, 15, 7, 3, 19, 32, 17, 35, 18, 36, 25, 21, 37, 1, 9, 31, 29, 23, 0, 12, 16, 13, 11, ]
59494 108917 1.83072 [28, 29, 5, 20, 0, 2, 24, 16, 19, 36, 26, 23, 6, 38, 17, 34, 10, 3, 30, 27, 35, 32, 1, 12, 39, 31, 9, 15, 37, 4, 13, 14, 33, 25, 21, 8, 18, 11, 7, 22, ]
42688 49073 1.14957 [13, 21, 29, 39, 20, 22, 1, 33, 11, 36, 31, 6, 27, 28, 3, 19, 18, 24, 30, 10, 38, 9, 7, 12, 14, 17, 35, 23, 32, 34, 2, 4, 16, 26, 8, 37, 5, 25, 15, 0, ]
42688 94302 2.2091 [36, 30, 11, 21, 29, 31, 12, 3, 6, 39, 15, 28, 13, 34, 1, 38, 32, 18, 2, 19, 27, 20, 37, 33, 25, 8, 10, 24, 4, 5, 16, 23, 22, 7, 0, 9, 26, 17, 35, 14, ]
126048 130332 1.03399 [26, 4, 10, 27, 11, 28, 32, 31, 30, 39, 15, 9, 20, 19, 3, 22, 8, 24, 2, 29, 37, 1, 36, 34, 14, 25, 18, 35, 0, 12, 33, 13, 21, 16, 6, 5, 23, 38, 17, 7, ]
126048 177645 1.40934 [7, 39, 14, 6, 20, 36, 26, 10, 27, 15, 37, 9, 17, 32, 28, 33, 4, 19, 11, 2, 0, 24, 18, 3, 13, 12, 8, 16, 23, 1, 30, 38, 31, 5, 29, 34, 22, 21, 25, 35, ]
114686 122148 1.06506 [36, 16, 11, 17, 33, 15, 0, 34, 10, 32, 27, 4, 23, 30, 2, 3, 25, 8, 14, 22, 28, 1, 19, 38, 18, 37, 20, 6, 12, 9, 35, 26, 39, 24, 31, 7, 21, 29, 5, 13, ]
114686 170294 1.48487 [11, 36, 12, 26, 25, 4, 22, 28, 27, 14, 3, 2, 19, 1, 30, 34, 10, 31, 0, 35, 16, 24, 39, 15, 20, 21, 13, 38, 5, 18, 6, 7, 23, 17, 37, 33, 32, 29, 9, 8, ]
112102 116936 1.04312 [19, 15, 20, 38, 8, 6, 13, 31, 37, 30, 5, 0, 16, 34, 23, 39, 18, 1, 36, 14, 21, 10, 32, 4, 7, 27, 3, 28, 17, 29, 11, 33, 25, 22, 2, 26, 35, 12, 9, 24, ]
112102 184049 1.6418 [37, 18, 19, 29, 23, 6, 31, 25, 3, 4, 30, 15, 21, 34, 8, 13, 28, 27, 39, 26, 7, 32, 11, 1, 36, 10, 38, 2, 24, 20, 17, 35, 16, 33, 22, 14, 5, 12, 0, 9, ]
98206 102303 1.04172 [38, 35, 11, 3, 29, 16, 8, 7, 31, 20, 17, 18, 0, 13, 14, 4, 27, 22, 39, 33, 15, 32, 24, 19, 21, 26, 25, 10, 37, 30, 1, 34, 28, 6, 9, 12, 2, 23, 36, 5, ]
98206 160393 1.63323 [13, 20, 3, 16, 4, 18, 24, 30, 33, 17, 8, 32, 10, 27, 7, 34, 14, 31, 22, 12, 26, 0, 37, 15, 2, 21, 11, 28, 23, 6, 9, 29, 35, 36, 38, 19, 39, 25, 1, 5, ]
157296 162266 1.0316 [26, 28, 32, 27, 21, 23, 7, 17, 37, 38, 14, 2, 31, 13, 20, 11, 22, 30, 0, 16, 3, 8, 12, 19, 5, 39, 10, 36, 34, 29, 1, 15, 6, 33, 18, 35, 4, 9, 25, 24, ]
157296 233488 1.48439 [35, 26, 0, 32, 12, 7, 37, 38, 1, 19, 17, 21, 5, 11, 27, 16, 39, 22, 14, 15, 18, 36, 9, 34, 29, 20, 30, 23, 10, 24, 28, 3, 2, 6, 33, 8, 31, 4, 13, 25, ]
0 0 0 [22, 34, 6, 18, 25, 37, 19, 16, 8, 21, 24, 32, 26, 13, 33, 12, 38, 15, 17, 28, 14, 4, 7, 20, 9, 10, 27, 29, 23, 35, 39, 0, 31, 36, 30, 3, 11, 1, 2, 5, ]
0 4298 4298 [31, 14, 6, 8, 30, 16, 35, 11, 24, 33, 22, 37, 21, 10, 13, 34, 39, 15, 7, 25, 3, 23, 32, 20, 12, 38, 0, 36, 1, 18, 28, 27, 4, 26, 19, 29, 5, 2, 17, 9, ]
0 0 0 [18, 8, 7, 5, 10, 20, 33, 35, 1, 23, 29, 4, 3, 2, 36, 31, 9, 0, 22, 28, 16, 32, 17, 38, 25, 15, 14, 24, 21, 37, 12, 39, 34, 19, 11, 13, 27, 30, 6, 26, ]
0 19274 19274 [34, 19, 22, 1, 25, 26, 18, 10, 28, 36, 11, 4, 9, 32, 38, 29, 33, 20, 5, 17, 3, 39, 23, 14, 27, 30, 35, 21, 2, 7, 31, 16, 8, 13, 12, 0, 15, 37, 6, 24, ]
0 248 248 [25, 31, 38, 36, 29, 11, 24, 7, 20, 4, 1, 16, 35, 27, 8, 28, 10, 22, 18, 21, 32, 26, 6, 30, 9, 39, 0, 3, 14, 13, 17, 37, 12, 23, 5, 33, 19, 15, 2, 34, ]
0 11897 11897 [38, 20, 0, 25, 27, 39, 31, 37, 8, 28, 6, 36, 11, 2, 26, 9, 4, 32, 24, 16, 21, 29, 22, 30, 7, 18, 33, 17, 10, 3, 19, 14, 5, 35, 12, 34, 13, 15, 23, 1, ]
0 0 0 [30, 10, 26, 15, 11, 35, 3, 2, 31, 1, 25, 38, 27, 13, 19, 28, 36, 0, 21, 8, 32, 4, 33, 12, 9, 37, 17, 39, 23, 16, 24, 7, 5, 34, 22, 6, 20, 29, 14, 18, ]
0 9252 9252 [6, 19, 38, 30, 31, 26, 7, 29, 34, 4, 12, 16, 23, 27, 25, 10, 20, 35, 8, 5, 1, 39, 2, 3, 36, 28, 0, 21, 33, 15, 11, 37, 18, 9, 14, 24, 13, 17, 22, 32, ]
0 0 0 [16, 27, 15, 0, 18, 37, 24, 34, 6, 30, 22, 11, 14, 13, 9, 28, 29, 10, 23, 31, 12, 32, 33, 39, 36, 38, 1, 17, 3, 21, 20, 4, 25, 35, 5, 26, 8, 19, 7, 2, ]
