128747 130625 1.01459 [12, 35, 18, 19, 38, 29, 21, 1, 27, 34, 9, 16, 17, 24, 28, 14, 32, 30, 3, 33, 23, 2, 20, 25, 26, 7, 11, 8, 4, 0, 5, 31, 36, 10, 15, 13, 37, 39, 6, 22, ]
128747 202059 1.56943 [17, 34, 6, 32, 5, 11, 21, 12, 27, 36, 35, 26, 19, 31, 3, 1, 39, 29, 18, 13, 38, 14, 24, 28, 20, 33, 2, 4, 23, 25, 37, 10, 16, 15, 7, 9, 0, 8, 30, 22, ]
108 252 2.33333 [3, 0, 36, 38, 31, 5, 18, 25, 23, 37, 29, 4, 20, 6, 2, 39, 28, 17, 24, 9, 15, 19, 35, 26, 21, 14, 22, 12, 13, 8, 11, 1, 30, 32, 34, 27, 10, 16, 33, 7, ]
108 6800 62.963 [8, 10, 18, 21, 33, 0, 13, 17, 25, 20, 3, 24, 22, 34, 35, 12, 4, 2, 15, 36, 5, 9, 31, 37, 29, 23, 27, 19, 38, 26, 11, 30, 14, 7, 39, 16, 32, 1, 6, 28, ]
64 70 1.09375 [36, 20, 23, 15, 5, 22, 3, 10, 1, 29, 21, 19, 35, 0, 16, 34, 26, 4, 11, 32, 12, 13, 17, 2, 8, 24, 9, 33, 25, 6, 31, 18, 7, 14, 28, 27, 30, 38, 37, 39, ]
64 4733 73.9531 [21, 16, 29, 38, 18, 9, 39, 32, 15, 26, 12, 23, 24, 19, 31, 3, 13, 35, 25, 22, 33, 28, 5, 4, 36, 8, 6, 20, 17, 34, 14, 11, 10, 7, 37, 0, 30, 27, 1, 2, ]
15 15 1 [37, 30, 32, 28, 31, 8, 36, 25, 35, 17, 22, 27, 24, 6, 4, 26, 16, 3, 5, 15, 20, 10, 7, 1, 29, 12, 21, 2, 34, 38, 19, 23, 39, 0, 9, 13, 14, 18, 11, 33, ]
15 4688 312.533 [8, 38, 15, 27, 18, 35, 22, 28, 17, 13, 32, 20, 1, 30, 0, 26, 31, 24, 25, 6, 16, 34, 5, 7, 2, 33, 12, 21, 29, 3, 4, 39, 37, 36, 11, 14, 23, 10, 19, 9, ]
47 621 13.2128 [24, 4, 31, 1, 22, 0, 7, 18, 11, 26, 32, 25, 39, 15, 20, 10, 3, 14, 30, 27, 19, 34, 17, 16, 33, 29, 36, 2, 13, 38, 23, 12, 9, 5, 21, 37, 6, 8, 35, 28, ]
47 2906 61.8298 [7, 1, 11, 14, 4, 9, 13, 18, 6, 37, 24, 31, 12, 30, 2, 21, 35, 29, 15, 3, 33, 19, 28, 20, 5, 23, 26, 17, 22, 39, 16, 36, 27, 38, 25, 8, 34, 10, 0, 32, ]
98 392 4 [15, 31, 30, 11, 13, 34, 23, 24, 19, 25, 10, 38, 6, 36, 29, 33, 4, 14, 3, 18, 32, 2, 37, 26, 9, 21, 17, 12, 8, 1, 39, 7, 22, 16, 0, 27, 20, 28, 5, 35, ]
98 2251 22.9694 [10, 11, 33, 9, 8, 37, 3, 27, 34, 39, 0, 14, 35, 30, 6, 28, 38, 23, 17, 4, 29, 31, 36, 18, 1, 32, 7, 19, 26, 21, 16, 25, 15, 13, 24, 22, 12, 5, 20, 2, ]
6575 10516 1.59939 [22, 20, 31, 16, 15, 24, 17, 2, 34, 6, 26, 14, 23, 5, 37, 11, 36, 39, 35, 32, 13, 27, 7, 21, 30, 28, 12, 18, 0, 29, 3, 1, 10, 4, 25, 8, 33, 38, 19, 9, ]
6575 36376 5.53247 [4, 31, 37, 29, 23, 2, 16, 7, 24, 0, 17, 21, 11, 1, 27, 3, 35, 5, 12, 6, 28, 34, 14, 30, 10, 22, 9, 19, 26, 32, 38, 25, 15, 39, 13, 36, 8, 33, 20, 18, ]
4098 5237 1.27794 [13, 18, 36, 0, 10, 5, 21, 17, 20, 9, 29, 6, 15, 16, 26, 14, 8, 23, 34, 38, 33, 31, 37, 28, 3, 25, 4, 19, 39, 32, 27, 2, 24, 22, 11, 35, 12, 30, 7, 1, ]
4098 22958 5.60224 [9, 12, 25, 34, 10, 0, 19, 31, 29, 33, 4, 38, 16, 17, 35, 27, 37, 24, 32, 14, 13, 26, 18, 1, 21, 15, 22, 39, 11, 28, 20, 8, 30, 36, 5, 6, 3, 2, 23, 7, ]
5468 8281 1.51445 [22, 20, 12, 35, 2, 5, 16, 13, 30, 25, 33, 38, 32, 28, 19, 36, 15, 0, 1, 39, 31, 29, 6, 23, 11, 14, 21, 18, 17, 8, 27, 3, 37, 4, 26, 34, 7, 10, 24, 9, ]
5468 24912 4.55596 [12, 10, 37, 22, 19, 5, 29, 33, 24, 1, 38, 34, 16, 28, 32, 0, 39, 30, 31, 23, 18, 11, 25, 35, 3, 20, 8, 6, 17, 14, 13, 7, 26, 36, 4, 9, 2, 21, 15, 27, ]
2648 3148 1.18882 [25, 13, 32, 2, 39, 29, 26, 1, 37, 9, 24, 16, 0, 10, 35, 19, 34, 23, 28, 31, 11, 6, 33, 21, 22, 14, 20, 7, 12, 17, 4, 15, 18, 38, 30, 27, 3, 36, 5, 8, ]
2648 15877 5.99585 [1, 21, 26, 37, 24, 4, 29, 3, 7, 34, 5, 35, 12, 2, 16, 0, 23, 17, 14, 15, 39, 19, 31, 32, 25, 28, 11, 33, 9, 38, 27, 13, 18, 20, 6, 30, 8, 22, 10, 36, ]
5290 5946 1.12401 [15, 28, 26, 23, 18, 8, 36, 1, 24, 38, 2, 31, 6, 37, 9, 19, 0, 34, 3, 14, 20, 33, 35, 11, 12, 10, 25, 39, 13, 17, 29, 5, 21, 30, 27, 7, 4, 22, 16, 32, ]
5290 24391 4.61077 [37, 1, 38, 27, 24, 5, 15, 30, 25, 39, 31, 35, 10, 29, 12, 3, 18, 33, 11, 36, 19, 23, 4, 21, 8, 26, 34, 0, 28, 13, 9, 14, 6, 2, 16, 22, 20, 17, 32, 7, ]
19732 22151 1.12259 [4, 34, 22, 21, 15, 2, 19, 28, 33, 3, 0, 30, 26, 29, 10, 7, 24, 23, 31, 17, 14, 39, 32, 1, 12, 16, 5, 35, 8, 6, 38, 20, 18, 27, 9, 25, 36, 13, 11, 37, ]
19732 67961 3.4442 [4, 1, 30, 10, 0, 21, 3, 14, 27, 26, 19, 16, 39, 35, 25, 12, 32, 33, 22, 11, 34, 29, 24, 8, 36, 2, 17, 18, 13, 37, 31, 6, 28, 23, 9, 38, 15, 20, 5, 7, ]
17349 17751 1.02317 [34, 3, 12, 10, 29, 23, 36, 14, 18, 0, 4, 25, 1, 21, 8, 13, 19, 5, 24, 26, 20, 35, 17, 30, 15, 16, 31, 38, 33, 6, 27, 32, 28, 11, 39, 2, 9, 7, 22, 37, ]
17349 66235 3.8178 [8, 33, 4, 6, 19, 14, 22, 11, 23, 13, 39, 34, 10, 3, 21, 1, 37, 29, 30, 20, 35, 31, 17, 24, 16, 18, 36, 27, 7, 15, 28, 5, 0, 26, 25, 2, 38, 32, 9, 12, ]
24499 28227 1.15217 [6, 27, 31, 39, 18, 3, 24, 35, 1, 21, 14, 37, 36, 32, 9, 25, 8, 23, 0, 4, 22, 5, 34, 30, 11, 16, 15, 12, 38, 19, 33, 10, 29, 7, 2, 13, 28, 17, 20, 26, ]
24499 55074 2.24801 [16, 8, 14, 0, 32, 13, 25, 34, 23, 1, 21, 18, 4, 33, 30, 3, 7, 6, 39, 9, 29, 37, 20, 31, 15, 11, 28, 38, 36, 5, 2, 12, 19, 24, 22, 27, 35, 17, 26, 10, ]
19008 22470 1.18213 [18, 15, 33, 39, 23, 22, 32, 24, 37, 4, 12, 27, 30, 38, 35, 17, 28, 25, 14, 10, 31, 36, 11, 9, 20, 34, 16, 19, 2, 1, 3, 7, 21, 6, 8, 5, 0, 26, 13, 29, ]
19008 59014 3.10469 [38, 16, 1, 37, 26, 13, 35, 14, 12, 10, 18, 32, 5, 15, 9, 25, 2, 36, 20, 28, 17, 11, 23, 0, 31, 4, 39, 7, 3, 27, 19, 33, 30, 21, 22, 29, 6, 24, 34, 8, ]
19611 20739 1.05752 [23, 17, 3, 14, 24, 5, 19, 15, 16, 38, 4, 22, 7, 11, 6, 13, 25, 20, 37, 0, 31, 26, 35, 29, 2, 18, 9, 30, 28, 21, 32, 12, 36, 34, 8, 27, 39, 10, 1, 33, ]
19611 51661 2.63429 [13, 26, 5, 17, 10, 23, 15, 11, 12, 30, 2, 20, 35, 4, 29, 3, 25, 16, 9, 0, 19, 31, 34, 36, 32, 27, 8, 14, 37, 1, 7, 33, 38, 6, 21, 22, 18, 39, 28, 24, ]
57640 60869 1.05602 [21, 27, 6, 19, 38, 26, 16, 1, 7, 4, 35, 14, 20, 8, 15, 28, 23, 36, 24, 22, 5, 0, 18, 9, 11, 30, 3, 25, 10, 13, 2, 37, 39, 29, 31, 34, 17, 33, 12, 32, ]
57640 114006 1.9779 [4, 29, 1, 9, 28, 0, 10, 36, 6, 14, 27, 15, 21, 5, 25, 16, 12, 24, 23, 31, 13, 37, 35, 18, 34, 2, 30, 8, 11, 33, 17, 19, 7, 20, 38, 32, 39, 26, 3, 22, ]
81462 83144 1.02065 [26, 38, 7, 6, 9, 22, 11, 34, 1, 20, 3, 21, 5, 13, 2, 19, 24, 33, 39, 15, 32, 27, 4, 0, 16, 10, 12, 31, 18, 30, 14, 37, 36, 8, 25, 35, 23, 29, 17, 28, ]
81462 139666 1.71449 [9, 22, 32, 7, 21, 34, 19, 27, 4, 13, 20, 2, 0, 1, 15, 33, 18, 16, 3, 39, 12, 17, 23, 38, 30, 29, 28, 26, 8, 24, 36, 37, 35, 14, 10, 6, 5, 31, 25, 11, ]
65134 68725 1.05513 [31, 29, 34, 9, 10, 38, 37, 7, 14, 28, 2, 1, 26, 25, 15, 32, 35, 36, 13, 23, 3, 8, 4, 16, 5, 0, 24, 6, 33, 17, 19, 11, 27, 39, 12, 22, 18, 20, 30, 21, ]
65134 130187 1.99876 [35, 34, 10, 16, 8, 2, 26, 7, 14, 1, 6, 38, 23, 5, 22, 37, 11, 3, 33, 28, 31, 12, 30, 27, 13, 15, 32, 39, 0, 25, 24, 36, 4, 29, 20, 18, 19, 9, 17, 21, ]
78139 80371 1.02856 [37, 27, 25, 13, 15, 3, 24, 34, 5, 11, 36, 22, 38, 17, 26, 31, 7, 8, 4, 28, 39, 29, 23, 14, 32, 33, 6, 0, 18, 2, 12, 35, 20, 1, 9, 10, 21, 19, 30, 16, ]
78139 136286 1.74415 [11, 27, 38, 21, 0, 10, 17, 15, 6, 5, 28, 32, 34, 8, 23, 22, 25, 4, 7, 26, 39, 20, 1, 31, 14, 3, 37, 29, 19, 35, 36, 16, 33, 24, 9, 12, 30, 2, 18, 13, ]
66579 67526 1.01422 [9, 34, 32, 1, 37, 5, 28, 7, 29, 14, 23, 4, 36, 33, 19, 10, 13, 35, 8, 25, 27, 2, 39, 30, 3, 0, 22, 6, 20, 15, 24, 11, 26, 21, 12, 18, 31, 17, 16, 38, ]
66579 112692 1.69261 [29, 25, 15, 11, 23, 7, 1, 37, 34, 13, 0, 33, 27, 2, 8, 38, 10, 14, 24, 6, 21, 36, 5, 4, 18, 20, 16, 9, 19, 28, 12, 31, 3, 17, 39, 22, 26, 35, 30, 32, ]
64451 64956 1.00784 [23, 3, 29, 16, 28, 32, 17, 31, 12, 4, 35, 37, 24, 36, 30, 21, 9, 7, 11, 18, 20, 14, 10, 1, 33, 25, 6, 5, 15, 22, 8, 26, 0, 2, 38, 19, 39, 13, 34, 27, ]
64451 119491 1.85398 [35, 7, 4, 13, 16, 21, 23, 28, 37, 6, 17, 36, 19, 33, 29, 3, 10, 18, 39, 24, 38, 27, 11, 1, 15, 12, 26, 30, 8, 9, 32, 0, 31, 14, 34, 22, 2, 5, 25, 20, ]
113999 116347 1.0206 [28, 4, 9, 23, 10, 18, 19, 16, 27, 38, 3, 5, 33, 29, 14, 7, 24, 34, 30, 15, 26, 20, 11, 2, 0, 6, 22, 39, 31, 21, 13, 35, 1, 36, 37, 32, 12, 17, 25, 8, ]
113999 185262 1.62512 [4, 29, 33, 18, 21, 5, 24, 10, 13, 23, 1, 8, 22, 26, 27, 0, 20, 3, 31, 37, 34, 14, 11, 15, 19, 28, 6, 16, 17, 9, 36, 35, 39, 2, 25, 30, 7, 32, 12, 38, ]
74323 77484 1.04253 [28, 32, 23, 3, 7, 22, 27, 11, 10, 36, 0, 21, 19, 2, 26, 15, 6, 33, 12, 1, 16, 31, 37, 4, 29, 13, 30, 20, 17, 34, 39, 18, 24, 5, 14, 38, 35, 8, 9, 25, ]
74323 138531 1.8639 [12, 29, 34, 10, 27, 0, 32, 3, 24, 2, 26, 11, 6, 35, 23, 25, 5, 21, 20, 38, 22, 14, 1, 37, 39, 13, 33, 15, 36, 18, 8, 4, 28, 16, 9, 31, 7, 17, 19, 30, ]
110295 110960 1.00603 [7, 25, 34, 8, 17, 5, 20, 22, 2, 0, 12, 23, 26, 35, 32, 3, 9, 31, 33, 1, 37, 27, 11, 30, 4, 18, 14, 28, 15, 19, 36, 24, 38, 6, 13, 29, 39, 16, 10, 21, ]
110295 172259 1.5618 [10, 32, 17, 3, 34, 4, 36, 14, 9, 2, 20, 19, 8, 23, 1, 33, 26, 24, 7, 6, 31, 22, 29, 39, 11, 18, 28, 13, 38, 12, 5, 15, 30, 37, 0, 27, 21, 16, 25, 35, ]
95616 98922 1.03458 [15, 5, 10, 20, 25, 2, 31, 3, 27, 35, 13, 24, 32, 6, 36, 37, 7, 39, 4, 1, 23, 11, 16, 26, 9, 18, 17, 38, 30, 19, 8, 29, 0, 33, 34, 12, 14, 21, 28, 22, ]
95616 167133 1.74796 [24, 5, 11, 10, 25, 8, 39, 19, 2, 36, 13, 35, 37, 21, 9, 16, 22, 20, 26, 3, 34, 28, 31, 1, 0, 27, 15, 6, 38, 32, 12, 33, 29, 17, 14, 18, 23, 7, 4, 30, ]
0 587 587 [37, 14, 8, 7, 29, 26, 21, 3, 5, 31, 4, 6, 11, 25, 27, 33, 32, 1, 30, 0, 16, 35, 18, 20, 15, 19, 13, 38, 10, 28, 39, 12, 2, 23, 24, 22, 36, 34, 17, 9, ]
0 16081 16081 [16, 25, 33, 21, 32, 27, 6, 11, 18, 7, 36, 29, 5, 26, 1, 38, 19, 20, 8, 14, 34, 0, 17, 9, 22, 23, 31, 35, 28, 15, 10, 30, 3, 37, 39, 12, 4, 13, 24, 2, ]
0 0 0 [28, 5, 9, 0, 16, 30, 26, 7, 25, 39, 2, 24, 6, 1, 3, 10, 13, 33, 20, 8, 29, 36, 17, 22, 19, 34, 11, 23, 15, 12, 37, 21, 32, 35, 38, 18, 31, 14, 4, 27, ]
0 4973 4973 [37, 32, 15, 31, 19, 30, 17, 6, 26, 9, 12, 25, 27, 28, 21, 39, 22, 24, 29, 13, 5, 1, 33, 2, 11, 38, 23, 3, 20, 16, 18, 0, 10, 8, 35, 4, 34, 36, 14, 7, ]
